dataType,date,tradingPartner,value
OlddocCount,2018-06-09,P,7
OlddocVolume,2018-06-09,P,1714
OldpoValue,2018-06-09,P,0
OldinvValue,2018-06-09,P,0
OldpayValue,2018-06-09,P,0
OlddocCount,2018-06-09,T,152
OlddocVolume,2018-06-09,T,29947
OldpoValue,2018-06-09,T,0
OldinvValue,2018-06-09,T,0
OldpayValue,2018-06-09,T,0
OlddocCount,2018-06-09,R,97
OlddocVolume,2018-06-09,R,28535
OldpoValue,2018-06-09,R,0
OldinvValue,2018-06-09,R,0
OldpayValue,2018-06-09,R,0
OlddocCount,2018-06-09,S,213
OlddocVolume,2018-06-09,S,76341
OldpoValue,2018-06-09,S,0
OldinvValue,2018-06-09,S,0
OldpayValue,2018-06-09,S,0
OlddocCount,2018-06-09,M,0
OlddocVolume,2018-06-09,M,0
OldpoValue,2018-06-09,M,0
OldinvValue,2018-06-09,M,0
OldpayValue,2018-06-09,M,0
docCount,2018-06-10,A,29714
docVolume,2018-06-10,A,13557319
poValue,2018-06-10,A,0
invValue,2018-06-10,A,2196895342
payValue,2018-06-10,A,0
OlddocCount,2018-06-10,B,9213
OlddocVolume,2018-06-10,B,3960505
OldpoValue,2018-06-10,B,0
OldinvValue,2018-06-10,B,0
OldpayValue,2018-06-10,B,0
OlddocCount,2018-06-10,C,325
OlddocVolume,2018-06-10,C,15889
OldpoValue,2018-06-10,C,0
OldinvValue,2018-06-10,C,0
OldpayValue,2018-06-10,C,0
OlddocCount,2018-06-10,D,18
OlddocVolume,2018-06-10,D,6735
OldpoValue,2018-06-10,D,0
OldinvValue,2018-06-10,D,0
OldpayValue,2018-06-10,D,0
OlddocCount,2018-06-10,E,232
OlddocVolume,2018-06-10,E,709272
OldpoValue,2018-06-10,E,0
OldinvValue,2018-06-10,E,0
OldpayValue,2018-06-10,E,0
OlddocCount,2018-06-10,F,3
OlddocVolume,2018-06-10,F,144
OldpoValue,2018-06-10,F,0
OldinvValue,2018-06-10,F,0
OldpayValue,2018-06-10,F,0
OlddocCount,2018-06-10,G,0
OlddocVolume,2018-06-10,G,0
OldpoValue,2018-06-10,G,0
OldinvValue,2018-06-10,G,0
OldpayValue,2018-06-10,G,0
OlddocCount,2018-06-10,H,27
OlddocVolume,2018-06-10,H,9839
OldpoValue,2018-06-10,H,0
OldinvValue,2018-06-10,H,0
OldpayValue,2018-06-10,H,0
OlddocCount,2018-06-10,I,110
OlddocVolume,2018-06-10,I,61482
OldpoValue,2018-06-10,I,0
OldinvValue,2018-06-10,I,0
OldpayValue,2018-06-10,I,0
OlddocCount,2018-06-10,J,41
OlddocVolume,2018-06-10,J,2829
OldpoValue,2018-06-10,J,0
OldinvValue,2018-06-10,J,0
OldpayValue,2018-06-10,J,0
OlddocCount,2018-06-10,K,1306
OlddocVolume,2018-06-10,K,241752
OldpoValue,2018-06-10,K,0
OldinvValue,2018-06-10,K,0
OldpayValue,2018-06-10,K,0
OlddocCount,2018-06-10,O,27
OlddocVolume,2018-06-10,O,4372
OldpoValue,2018-06-10,O,0
OldinvValue,2018-06-10,O,0
OldpayValue,2018-06-10,O,0
OlddocCount,2018-06-10,N,2
OlddocVolume,2018-06-10,N,622
OldpoValue,2018-06-10,N,0
OldinvValue,2018-06-10,N,0
OldpayValue,2018-06-10,N,0
OlddocCount,2018-06-10,L,0
OlddocVolume,2018-06-10,L,0
OldpoValue,2018-06-10,L,0
OldinvValue,2018-06-10,L,0
OldpayValue,2018-06-10,L,0
OlddocCount,2018-06-10,V,41
OlddocVolume,2018-06-10,V,140359
OldpoValue,2018-06-10,V,0
OldinvValue,2018-06-10,V,0
OldpayValue,2018-06-10,V,0
OlddocCount,2018-06-10,Q,0
OlddocVolume,2018-06-10,Q,0
OldpoValue,2018-06-10,Q,0
OldinvValue,2018-06-10,Q,0
OldpayValue,2018-06-10,Q,0
OlddocCount,2018-06-10,P,11
OlddocVolume,2018-06-10,P,2615
OldpoValue,2018-06-10,P,0
OldinvValue,2018-06-10,P,0
OldpayValue,2018-06-10,P,0
OlddocCount,2018-06-10,T,631
OlddocVolume,2018-06-10,T,498877
OldpoValue,2018-06-10,T,0
OldinvValue,2018-06-10,T,0
OldpayValue,2018-06-10,T,0
OlddocCount,2018-06-10,R,39
OlddocVolume,2018-06-10,R,10075
OldpoValue,2018-06-10,R,0
OldinvValue,2018-06-10,R,0
OldpayValue,2018-06-10,R,0
OlddocCount,2018-06-10,S,107
OlddocVolume,2018-06-10,S,58625
OldpoValue,2018-06-10,S,0
OldinvValue,2018-06-10,S,0
OldpayValue,2018-06-10,S,0
OlddocCount,2018-06-10,M,0
OlddocVolume,2018-06-10,M,0
OldpoValue,2018-06-10,M,0
OldinvValue,2018-06-10,M,0
OldpayValue,2018-06-10,M,0
docCount,2018-06-11,A,138791
docVolume,2018-06-11,A,177091228
poValue,2018-06-11,A,97526825
invValue,2018-06-11,A,2777427557
payValue,2018-06-11,A,0
OlddocCount,2018-06-11,B,13802
OlddocVolume,2018-06-11,B,5862098
OldpoValue,2018-06-11,B,0
OldinvValue,2018-06-11,B,0
OldpayValue,2018-06-11,B,0
OlddocCount,2018-06-11,C,2135
OlddocVolume,2018-06-11,C,2000068
OldpoValue,2018-06-11,C,0
OldinvValue,2018-06-11,C,0
OldpayValue,2018-06-11,C,0
OlddocCount,2018-06-11,D,146
OlddocVolume,2018-06-11,D,142634
OldpoValue,2018-06-11,D,0
OldinvValue,2018-06-11,D,0
OldpayValue,2018-06-11,D,0
OlddocCount,2018-06-11,E,756
OlddocVolume,2018-06-11,E,1887612
OldpoValue,2018-06-11,E,0
OldinvValue,2018-06-11,E,0
OldpayValue,2018-06-11,E,0
OlddocCount,2018-06-11,F,14
OlddocVolume,2018-06-11,F,670
OldpoValue,2018-06-11,F,0
OldinvValue,2018-06-11,F,0
OldpayValue,2018-06-11,F,0
OlddocCount,2018-06-11,G,0
OlddocVolume,2018-06-11,G,0
OldpoValue,2018-06-11,G,0
OldinvValue,2018-06-11,G,0
OldpayValue,2018-06-11,G,0
OlddocCount,2018-06-11,H,212
OlddocVolume,2018-06-11,H,189550
OldpoValue,2018-06-11,H,0
OldinvValue,2018-06-11,H,0
OldpayValue,2018-06-11,H,0
OlddocCount,2018-06-11,I,2822
OlddocVolume,2018-06-11,I,1320680
OldpoValue,2018-06-11,I,0
OldinvValue,2018-06-11,I,0
OldpayValue,2018-06-11,I,0
OlddocCount,2018-06-11,J,2021
OlddocVolume,2018-06-11,J,643163
OldpoValue,2018-06-11,J,86506507
OldinvValue,2018-06-11,J,0
OldpayValue,2018-06-11,J,0
OlddocCount,2018-06-11,K,1958
OlddocVolume,2018-06-11,K,412026
OldpoValue,2018-06-11,K,0
OldinvValue,2018-06-11,K,0
OldpayValue,2018-06-11,K,0
OlddocCount,2018-06-11,N,3573
OlddocVolume,2018-06-11,N,1166314
OldpoValue,2018-06-11,N,0
OldinvValue,2018-06-11,N,0
OldpayValue,2018-06-11,N,0
OlddocCount,2018-06-11,O,513
OlddocVolume,2018-06-11,O,79594
OldpoValue,2018-06-11,O,0
OldinvValue,2018-06-11,O,0
OldpayValue,2018-06-11,O,0
OlddocCount,2018-06-11,L,0
OlddocVolume,2018-06-11,L,0
OldpoValue,2018-06-11,L,0
OldinvValue,2018-06-11,L,0
OldpayValue,2018-06-11,L,0
OlddocCount,2018-06-11,V,5450
OlddocVolume,2018-06-11,V,35360165
OldpoValue,2018-06-11,V,0
OldinvValue,2018-06-11,V,0
OldpayValue,2018-06-11,V,0
OlddocCount,2018-06-11,Q,0
OlddocVolume,2018-06-11,Q,0
OldpoValue,2018-06-11,Q,0
OldinvValue,2018-06-11,Q,0
OldpayValue,2018-06-11,Q,0
OlddocCount,2018-06-11,P,8
OlddocVolume,2018-06-11,P,1926
OldpoValue,2018-06-11,P,0
OldinvValue,2018-06-11,P,0
OldpayValue,2018-06-11,P,0
OlddocCount,2018-06-11,T,1351
OlddocVolume,2018-06-11,T,2536741
OldpoValue,2018-06-11,T,0
OldinvValue,2018-06-11,T,0
OldpayValue,2018-06-11,T,0
OlddocCount,2018-06-11,R,2384
OlddocVolume,2018-06-11,R,685287
OldpoValue,2018-06-11,R,0
OldinvValue,2018-06-11,R,0
OldpayValue,2018-06-11,R,0
OlddocCount,2018-06-11,S,197
OlddocVolume,2018-06-11,S,288495
OldpoValue,2018-06-11,S,7553
OldinvValue,2018-06-11,S,0
OldpayValue,2018-06-11,S,0
OlddocCount,2018-06-11,W,0
OlddocVolume,2018-06-11,W,0
OldpoValue,2018-06-11,W,0
OldinvValue,2018-06-11,W,0
OldpayValue,2018-06-11,W,0
docCount,2018-06-12,A,151319
docVolume,2018-06-12,A,189267029
poValue,2018-06-12,A,155256059
invValue,2018-06-12,A,2270941951
payValue,2018-06-12,A,0
OlddocCount,2018-06-12,B,16733
OlddocVolume,2018-06-12,B,7263882
OldpoValue,2018-06-12,B,0
OldinvValue,2018-06-12,B,0
OldpayValue,2018-06-12,B,0
OlddocCount,2018-06-12,C,2207
OlddocVolume,2018-06-12,C,3645577
OldpoValue,2018-06-12,C,158556
OldinvValue,2018-06-12,C,0
OldpayValue,2018-06-12,C,0
OlddocCount,2018-06-12,D,134
OlddocVolume,2018-06-12,D,139159
OldpoValue,2018-06-12,D,0
OldinvValue,2018-06-12,D,0
OldpayValue,2018-06-12,D,0
OlddocCount,2018-06-12,E,902
OlddocVolume,2018-06-12,E,2248491
OldpoValue,2018-06-12,E,0
OldinvValue,2018-06-12,E,0
OldpayValue,2018-06-12,E,0
OlddocCount,2018-06-12,F,20
OlddocVolume,2018-06-12,F,985
OldpoValue,2018-06-12,F,0
OldinvValue,2018-06-12,F,0
OldpayValue,2018-06-12,F,0
OlddocCount,2018-06-12,G,0
OlddocVolume,2018-06-12,G,0
OldpoValue,2018-06-12,G,0
OldinvValue,2018-06-12,G,0
OldpayValue,2018-06-12,G,0
OlddocCount,2018-06-12,H,204
OlddocVolume,2018-06-12,H,185384
OldpoValue,2018-06-12,H,0
OldinvValue,2018-06-12,H,0
OldpayValue,2018-06-12,H,0
OlddocCount,2018-06-12,I,3182
OlddocVolume,2018-06-12,I,1508128
OldpoValue,2018-06-12,I,0
OldinvValue,2018-06-12,I,0
OldpayValue,2018-06-12,I,0
OlddocCount,2018-06-12,J,1590
OlddocVolume,2018-06-12,J,391869
OldpoValue,2018-06-12,J,38443603
OldinvValue,2018-06-12,J,0
OldpayValue,2018-06-12,J,0
OlddocCount,2018-06-12,K,1679
OlddocVolume,2018-06-12,K,353515
OldpoValue,2018-06-12,K,0
OldinvValue,2018-06-12,K,0
OldpayValue,2018-06-12,K,0
OlddocCount,2018-06-12,N,2810
OlddocVolume,2018-06-12,N,928139
OldpoValue,2018-06-12,N,0
OldinvValue,2018-06-12,N,0
OldpayValue,2018-06-12,N,0
OlddocCount,2018-06-12,O,2058
OlddocVolume,2018-06-12,O,337512
OldpoValue,2018-06-12,O,0
OldinvValue,2018-06-12,O,0
OldpayValue,2018-06-12,O,0
OlddocCount,2018-06-12,L,0
OlddocVolume,2018-06-12,L,0
OldpoValue,2018-06-12,L,0
OldinvValue,2018-06-12,L,0
OldpayValue,2018-06-12,L,0
OlddocCount,2018-06-12,V,5816
OlddocVolume,2018-06-12,V,38889006
OldpoValue,2018-06-12,V,0
OldinvValue,2018-06-12,V,0
OldpayValue,2018-06-12,V,0
OlddocCount,2018-06-12,Q,0
OlddocVolume,2018-06-12,Q,0
OldpoValue,2018-06-12,Q,0
OldinvValue,2018-06-12,Q,0
OldpayValue,2018-06-12,Q,0
OlddocCount,2018-06-12,P,51
OlddocVolume,2018-06-12,P,12253
OldpoValue,2018-06-12,P,0
OldinvValue,2018-06-12,P,0
OldpayValue,2018-06-12,P,0
OlddocCount,2018-06-12,T,1319
OlddocVolume,2018-06-12,T,2162791
OldpoValue,2018-06-12,T,0
OldinvValue,2018-06-12,T,0
OldpayValue,2018-06-12,T,0
OlddocCount,2018-06-12,R,2565
OlddocVolume,2018-06-12,R,727780
OldpoValue,2018-06-12,R,0
OldinvValue,2018-06-12,R,0
OldpayValue,2018-06-12,R,0
OlddocCount,2018-06-12,S,969
OlddocVolume,2018-06-12,S,2361874
OldpoValue,2018-06-12,S,7498463
OldinvValue,2018-06-12,S,0
OldpayValue,2018-06-12,S,0
OlddocCount,2018-06-12,W,0
OlddocVolume,2018-06-12,W,0
OldpoValue,2018-06-12,W,0
OldinvValue,2018-06-12,W,0
OldpayValue,2018-06-12,W,0
docCount,2018-06-13,A,147781
docVolume,2018-06-13,A,182474381
poValue,2018-06-13,A,133939882
invValue,2018-06-13,A,2301098382
payValue,2018-06-13,A,443391
OlddocCount,2018-06-13,B,14556
OlddocVolume,2018-06-13,B,6257829
OldpoValue,2018-06-13,B,0
OldinvValue,2018-06-13,B,0
OldpayValue,2018-06-13,B,0
OlddocCount,2018-06-13,C,3241
OlddocVolume,2018-06-13,C,862278
OldpoValue,2018-06-13,C,0
OldinvValue,2018-06-13,C,0
OldpayValue,2018-06-13,C,0
OlddocCount,2018-06-13,D,109
OlddocVolume,2018-06-13,D,119439
OldpoValue,2018-06-13,D,0
OldinvValue,2018-06-13,D,0
OldpayValue,2018-06-13,D,0
OlddocCount,2018-06-13,E,867
OlddocVolume,2018-06-13,E,2402319
OldpoValue,2018-06-13,E,0
OldinvValue,2018-06-13,E,0
OldpayValue,2018-06-13,E,0
OlddocCount,2018-06-13,F,12
OlddocVolume,2018-06-13,F,579
OldpoValue,2018-06-13,F,0
OldinvValue,2018-06-13,F,0
OldpayValue,2018-06-13,F,0
OlddocCount,2018-06-13,G,0
OlddocVolume,2018-06-13,G,0
OldpoValue,2018-06-13,G,0
OldinvValue,2018-06-13,G,0
OldpayValue,2018-06-13,G,0
OlddocCount,2018-06-13,H,167
OlddocVolume,2018-06-13,H,140235
OldpoValue,2018-06-13,H,0
OldinvValue,2018-06-13,H,0
OldpayValue,2018-06-13,H,0
OlddocCount,2018-06-13,I,3050
OlddocVolume,2018-06-13,I,1446772
OldpoValue,2018-06-13,I,0
OldinvValue,2018-06-13,I,0
OldpayValue,2018-06-13,I,0
OlddocCount,2018-06-13,J,1550
OlddocVolume,2018-06-13,J,303572
OldpoValue,2018-06-13,J,33386118
OldinvValue,2018-06-13,J,0
OldpayValue,2018-06-13,J,0
OlddocCount,2018-06-13,K,2132
OlddocVolume,2018-06-13,K,455029
OldpoValue,2018-06-13,K,0
OldinvValue,2018-06-13,K,0
OldpayValue,2018-06-13,K,0
OlddocCount,2018-06-13,N,3559
OlddocVolume,2018-06-13,N,1179965
OldpoValue,2018-06-13,N,0
OldinvValue,2018-06-13,N,0
OldpayValue,2018-06-13,N,0
OlddocCount,2018-06-13,O,3199
OlddocVolume,2018-06-13,O,527609
OldpoValue,2018-06-13,O,0
OldinvValue,2018-06-13,O,0
OldpayValue,2018-06-13,O,0
OlddocCount,2018-06-13,L,0
OlddocVolume,2018-06-13,L,0
OldpoValue,2018-06-13,L,0
OldinvValue,2018-06-13,L,0
OldpayValue,2018-06-13,L,0
OlddocCount,2018-06-13,V,5794
OlddocVolume,2018-06-13,V,38181288
OldpoValue,2018-06-13,V,0
OldinvValue,2018-06-13,V,0
OldpayValue,2018-06-13,V,0
OlddocCount,2018-06-13,Q,0
OlddocVolume,2018-06-13,Q,0
OldpoValue,2018-06-13,Q,0
OldinvValue,2018-06-13,Q,0
OldpayValue,2018-06-13,Q,0
OlddocCount,2018-06-13,P,53
OlddocVolume,2018-06-13,P,12513
OldpoValue,2018-06-13,P,0
OldinvValue,2018-06-13,P,0
OldpayValue,2018-06-13,P,0
OlddocCount,2018-06-13,T,546
OlddocVolume,2018-06-13,T,1527766
OldpoValue,2018-06-13,T,0
OldinvValue,2018-06-13,T,0
OldpayValue,2018-06-13,T,0
OlddocCount,2018-06-13,R,2024
OlddocVolume,2018-06-13,R,580093
OldpoValue,2018-06-13,R,0
OldinvValue,2018-06-13,R,0
OldpayValue,2018-06-13,R,0
OlddocCount,2018-06-13,S,389
OlddocVolume,2018-06-13,S,521380
OldpoValue,2018-06-13,S,0
OldinvValue,2018-06-13,S,0
OldpayValue,2018-06-13,S,0
OlddocCount,2018-06-13,W,0
OlddocVolume,2018-06-13,W,0
OldpoValue,2018-06-13,W,0
OldinvValue,2018-06-13,W,0
OldpayValue,2018-06-13,W,0
docCount,2018-06-14,A,147251
docVolume,2018-06-14,A,184698993
poValue,2018-06-14,A,77514926
invValue,2018-06-14,A,3127172349
payValue,2018-06-14,A,0
OlddocCount,2018-06-14,B,13688
OlddocVolume,2018-06-14,B,5840504
OldpoValue,2018-06-14,B,0
OldinvValue,2018-06-14,B,0
OldpayValue,2018-06-14,B,0
OlddocCount,2018-06-14,C,3446
OlddocVolume,2018-06-14,C,10787232
OldpoValue,2018-06-14,C,0
OldinvValue,2018-06-14,C,0
OldpayValue,2018-06-14,C,0
OlddocCount,2018-06-14,D,129
OlddocVolume,2018-06-14,D,139990
OldpoValue,2018-06-14,D,0
OldinvValue,2018-06-14,D,0
OldpayValue,2018-06-14,D,0
OlddocCount,2018-06-14,E,1160
OlddocVolume,2018-06-14,E,2864860
OldpoValue,2018-06-14,E,0
OldinvValue,2018-06-14,E,0
OldpayValue,2018-06-14,E,0
OlddocCount,2018-06-14,F,18
OlddocVolume,2018-06-14,F,873
OldpoValue,2018-06-14,F,0
OldinvValue,2018-06-14,F,0
OldpayValue,2018-06-14,F,0
OlddocCount,2018-06-14,G,0
OlddocVolume,2018-06-14,G,0
OldpoValue,2018-06-14,G,0
OldinvValue,2018-06-14,G,0
OldpayValue,2018-06-14,G,0
OlddocCount,2018-06-14,H,176
OlddocVolume,2018-06-14,H,151440
OldpoValue,2018-06-14,H,0
OldinvValue,2018-06-14,H,0
OldpayValue,2018-06-14,H,0
OlddocCount,2018-06-14,I,3281
OlddocVolume,2018-06-14,I,1574981
OldpoValue,2018-06-14,I,0
OldinvValue,2018-06-14,I,0
OldpayValue,2018-06-14,I,0
OlddocCount,2018-06-14,J,1448
OlddocVolume,2018-06-14,J,281683
OldpoValue,2018-06-14,J,2835336
OldinvValue,2018-06-14,J,0
OldpayValue,2018-06-14,J,0
OlddocCount,2018-06-14,K,1922
OlddocVolume,2018-06-14,K,405823
OldpoValue,2018-06-14,K,0
OldinvValue,2018-06-14,K,0
OldpayValue,2018-06-14,K,0
OlddocCount,2018-06-14,N,3364
OlddocVolume,2018-06-14,N,1108665
OldpoValue,2018-06-14,N,0
OldinvValue,2018-06-14,N,0
OldpayValue,2018-06-14,N,0
OlddocCount,2018-06-14,O,2762
OlddocVolume,2018-06-14,O,455014
OldpoValue,2018-06-14,O,0
OldinvValue,2018-06-14,O,0
OldpayValue,2018-06-14,O,0
OlddocCount,2018-06-14,L,0
OlddocVolume,2018-06-14,L,0
OldpoValue,2018-06-14,L,0
OldinvValue,2018-06-14,L,0
OldpayValue,2018-06-14,L,0
OlddocCount,2018-06-14,V,5370
OlddocVolume,2018-06-14,V,35426423
OldpoValue,2018-06-14,V,0
OldinvValue,2018-06-14,V,0
OldpayValue,2018-06-14,V,0
OlddocCount,2018-06-14,Q,0
OlddocVolume,2018-06-14,Q,0
OldpoValue,2018-06-14,Q,0
OldinvValue,2018-06-14,Q,0
OldpayValue,2018-06-14,Q,0
OlddocCount,2018-06-14,P,49
OlddocVolume,2018-06-14,P,11935
OldpoValue,2018-06-14,P,0
OldinvValue,2018-06-14,P,0
OldpayValue,2018-06-14,P,0
OlddocCount,2018-06-14,T,748
OlddocVolume,2018-06-14,T,892300
OldpoValue,2018-06-14,T,0
OldinvValue,2018-06-14,T,0
OldpayValue,2018-06-14,T,0
OlddocCount,2018-06-14,R,1890
OlddocVolume,2018-06-14,R,545521
OldpoValue,2018-06-14,R,0
OldinvValue,2018-06-14,R,0
OldpayValue,2018-06-14,R,0
OlddocCount,2018-06-14,W,0
OlddocVolume,2018-06-14,W,0
OldpoValue,2018-06-14,W,0
OldinvValue,2018-06-14,W,0
OldpayValue,2018-06-14,W,0
OlddocCount,2018-06-14,S,222
OlddocVolume,2018-06-14,S,133126
OldpoValue,2018-06-14,S,51825
OldinvValue,2018-06-14,S,0
OldpayValue,2018-06-14,S,0
docCount,2018-06-15,A,147536
docVolume,2018-06-15,A,176210150
poValue,2018-06-15,A,201318989
invValue,2018-06-15,A,2893094838
payValue,2018-06-15,A,1625
OlddocCount,2018-06-15,B,15500
OlddocVolume,2018-06-15,B,6684982
OldpoValue,2018-06-15,B,0
OldinvValue,2018-06-15,B,0
OldpayValue,2018-06-15,B,0
OlddocCount,2018-06-15,C,2496
OlddocVolume,2018-06-15,C,7292247
OldpoValue,2018-06-15,C,0
OldinvValue,2018-06-15,C,0
OldpayValue,2018-06-15,C,0
OlddocCount,2018-06-15,D,116
OlddocVolume,2018-06-15,D,111538
OldpoValue,2018-06-15,D,0
OldinvValue,2018-06-15,D,0
OldpayValue,2018-06-15,D,0
OlddocCount,2018-06-15,E,1059
OlddocVolume,2018-06-15,E,2999756
OldpoValue,2018-06-15,E,0
OldinvValue,2018-06-15,E,0
OldpayValue,2018-06-15,E,0
OlddocCount,2018-06-15,F,17
OlddocVolume,2018-06-15,F,826
OldpoValue,2018-06-15,F,0
OldinvValue,2018-06-15,F,0
OldpayValue,2018-06-15,F,0
OlddocCount,2018-06-15,G,0
OlddocVolume,2018-06-15,G,0
OldpoValue,2018-06-15,G,0
OldinvValue,2018-06-15,G,0
OldpayValue,2018-06-15,G,0
OlddocCount,2018-06-15,H,180
OlddocVolume,2018-06-15,H,157689
OldpoValue,2018-06-15,H,0
OldinvValue,2018-06-15,H,0
OldpayValue,2018-06-15,H,0
OlddocCount,2018-06-15,I,3152
OlddocVolume,2018-06-15,I,1519392
OldpoValue,2018-06-15,I,0
OldinvValue,2018-06-15,I,0
OldpayValue,2018-06-15,I,0
OlddocCount,2018-06-15,J,1533
OlddocVolume,2018-06-15,J,312908
OldpoValue,2018-06-15,J,34583726
OldinvValue,2018-06-15,J,0
OldpayValue,2018-06-15,J,0
OlddocCount,2018-06-15,K,1986
OlddocVolume,2018-06-15,K,420534
OldpoValue,2018-06-15,K,0
OldinvValue,2018-06-15,K,0
OldpayValue,2018-06-15,K,0
OlddocCount,2018-06-15,N,3049
OlddocVolume,2018-06-15,N,1007912
OldpoValue,2018-06-15,N,0
OldinvValue,2018-06-15,N,0
OldpayValue,2018-06-15,N,0
OlddocCount,2018-06-15,O,3106
OlddocVolume,2018-06-15,O,512327
OldpoValue,2018-06-15,O,0
OldinvValue,2018-06-15,O,0
OldpayValue,2018-06-15,O,0
OlddocCount,2018-06-15,L,502
OlddocVolume,2018-06-15,L,259755
OldpoValue,2018-06-15,L,0
OldinvValue,2018-06-15,L,0
OldpayValue,2018-06-15,L,0
OlddocCount,2018-06-15,V,4973
OlddocVolume,2018-06-15,V,31404453
OldpoValue,2018-06-15,V,0
OldinvValue,2018-06-15,V,0
OldpayValue,2018-06-15,V,0
OlddocCount,2018-06-15,Q,0
OlddocVolume,2018-06-15,Q,0
OldpoValue,2018-06-15,Q,0
OldinvValue,2018-06-15,Q,0
OldpayValue,2018-06-15,Q,0
OlddocCount,2018-06-15,P,26
OlddocVolume,2018-06-15,P,6269
OldpoValue,2018-06-15,P,0
OldinvValue,2018-06-15,P,0
OldpayValue,2018-06-15,P,0
OlddocCount,2018-06-15,R,2110
OlddocVolume,2018-06-15,R,601488
OldpoValue,2018-06-15,R,0
OldinvValue,2018-06-15,R,0
OldpayValue,2018-06-15,R,0
OlddocCount,2018-06-15,T,827
OlddocVolume,2018-06-15,T,675084
OldpoValue,2018-06-15,T,0
OldinvValue,2018-06-15,T,0
OldpayValue,2018-06-15,T,0
OlddocCount,2018-06-15,W,0
OlddocVolume,2018-06-15,W,0
OldpoValue,2018-06-15,W,0
OldinvValue,2018-06-15,W,0
OldpayValue,2018-06-15,W,0
OlddocCount,2018-06-15,S,213
OlddocVolume,2018-06-15,S,489696
OldpoValue,2018-06-15,S,49075
OldinvValue,2018-06-15,S,0
OldpayValue,2018-06-15,S,0
docCount,2018-06-16,A,63876
docVolume,2018-06-16,A,63510654
poValue,2018-06-16,A,156929
invValue,2018-06-16,A,2236277383
payValue,2018-06-16,A,0
OlddocCount,2018-06-16,B,9654
OlddocVolume,2018-06-16,B,4198053
OldpoValue,2018-06-16,B,0
OldinvValue,2018-06-16,B,0
OldpayValue,2018-06-16,B,0
OlddocCount,2018-06-16,C,1384
OlddocVolume,2018-06-16,C,12692218
OldpoValue,2018-06-16,C,0
OldinvValue,2018-06-16,C,0
OldpayValue,2018-06-16,C,0
OlddocCount,2018-06-16,D,78
OlddocVolume,2018-06-16,D,64043
OldpoValue,2018-06-16,D,0
OldinvValue,2018-06-16,D,0
OldpayValue,2018-06-16,D,0
OlddocCount,2018-06-16,E,467
OlddocVolume,2018-06-16,E,1130088
OldpoValue,2018-06-16,E,0
OldinvValue,2018-06-16,E,0
OldpayValue,2018-06-16,E,0
OlddocCount,2018-06-16,F,4
OlddocVolume,2018-06-16,F,191
OldpoValue,2018-06-16,F,0
OldinvValue,2018-06-16,F,0
OldpayValue,2018-06-16,F,0
OlddocCount,2018-06-16,G,0
OlddocVolume,2018-06-16,G,0
OldpoValue,2018-06-16,G,0
OldinvValue,2018-06-16,G,0
OldpayValue,2018-06-16,G,0
OlddocCount,2018-06-16,H,111
OlddocVolume,2018-06-16,H,73798
OldpoValue,2018-06-16,H,0
OldinvValue,2018-06-16,H,0
OldpayValue,2018-06-16,H,0
OlddocCount,2018-06-16,I,914
OlddocVolume,2018-06-16,I,471315
OldpoValue,2018-06-16,I,0
OldinvValue,2018-06-16,I,0
OldpayValue,2018-06-16,I,0
OlddocCount,2018-06-16,J,568
OlddocVolume,2018-06-16,J,53344
OldpoValue,2018-06-16,J,13094
OldinvValue,2018-06-16,J,0
OldpayValue,2018-06-16,J,0
OlddocCount,2018-06-16,K,1288
OlddocVolume,2018-06-16,K,246511
OldpoValue,2018-06-16,K,0
OldinvValue,2018-06-16,K,0
OldpayValue,2018-06-16,K,0
OlddocCount,2018-06-16,N,1139
OlddocVolume,2018-06-16,N,371060
OldpoValue,2018-06-16,N,0
OldinvValue,2018-06-16,N,0
OldpayValue,2018-06-16,N,0
OlddocCount,2018-06-16,O,1158
OlddocVolume,2018-06-16,O,188712
OldpoValue,2018-06-16,O,0
OldinvValue,2018-06-16,O,0
OldpayValue,2018-06-16,O,0
OlddocCount,2018-06-16,L,239
OlddocVolume,2018-06-16,L,113950
OldpoValue,2018-06-16,L,0
OldinvValue,2018-06-16,L,0
OldpayValue,2018-06-16,L,0
OlddocCount,2018-06-16,V,339
OlddocVolume,2018-06-16,V,1775451
OldpoValue,2018-06-16,V,0
OldinvValue,2018-06-16,V,0
OldpayValue,2018-06-16,V,0
OlddocCount,2018-06-16,Q,0
OlddocVolume,2018-06-16,Q,0
OldpoValue,2018-06-16,Q,0
OldinvValue,2018-06-16,Q,0
OldpayValue,2018-06-16,Q,0
OlddocCount,2018-06-16,P,22
OlddocVolume,2018-06-16,P,5293
OldpoValue,2018-06-16,P,0
OldinvValue,2018-06-16,P,0
OldpayValue,2018-06-16,P,0
OlddocCount,2018-06-16,T,543
OlddocVolume,2018-06-16,T,163072
OldpoValue,2018-06-16,T,0
OldinvValue,2018-06-16,T,0
OldpayValue,2018-06-16,T,0
OlddocCount,2018-06-16,R,82
OlddocVolume,2018-06-16,R,22940
OldpoValue,2018-06-16,R,0
OldinvValue,2018-06-16,R,0
OldpayValue,2018-06-16,R,0
OlddocCount,2018-06-16,W,0
OlddocVolume,2018-06-16,W,0
OldpoValue,2018-06-16,W,0
OldinvValue,2018-06-16,W,0
OldpayValue,2018-06-16,W,0
OlddocCount,2018-06-16,S,112
OlddocVolume,2018-06-16,S,96354
